,daily,temp,humidity,precip,windspeed
2019-01-19,39.879999999999995,1.6,93.8,0.282,5.7
2019-01-20,33.391000000000005,2.2,87.0,0.062,13.5
2019-01-21,17.33,1.8,86.0,0.24,22.2
2019-01-22,14.868,0.0,91.7,1.506,15.8
2019-01-23,78.838,-2.4,91.0,1.307,11.3
2019-01-24,12.48,-0.1,94.7,1.0,8.1
2019-01-25,19.529999999999998,7.5,90.6,0.497,30.1
2019-01-26,31.076999999999998,7.8,89.4,2.026,30.7
2019-01-27,17.310000000000002,3.9,66.3,0.289,29.6
2019-01-28,14.039,1.4,72.1,0.008,21.3
2019-01-29,29.407,0.8,92.3,2.046,19.2
2019-01-30,30.927,-0.2,89.4,0.205,15.1
2019-01-31,32.269999999999996,-3.9,94.6,0.046,6.0
2019-02-01,46.467,-2.5,87.8,1.731,8.7
2019-02-02,54.256,0.8,70.2,2.775,11.9
2019-02-03,28.945999999999998,1.2,88.7,3.592,22.3
2019-02-04,35.82,4.8,81.7,4.787,32.5
2019-02-05,108.70400000000001,1.3,96.1,2.325,12.3
2019-02-06,33.186,4.7,88.1,3.787,21.3
2019-02-07,23.612,3.8,91.2,1.902,21.8
2019-02-08,72.218,7.2,81.4,10.029,45.0
2019-02-13,17.81,9.3,83.4,1.108,28.5
2019-02-14,10.13,8.2,83.8,0.404,25.9
2019-02-15,7.45,5.9,80.7,0.008,28.5
2019-02-16,25.247,9.5,78.7,0.595,27.5
2019-02-17,52.298,10.2,73.5,0.504,28.5
2019-02-18,29.856,7.4,79.1,1.107,38.6
2019-02-19,25.240000000000002,6.5,84.0,0.318,21.7
2019-02-20,19.626,9.9,88.9,2.131,37.5
2019-02-21,15.09,10.9,86.0,0.458,22.8
2019-02-22,35.96,10.6,71.8,0.0,23.7
2019-02-23,81.443,10.5,71.0,0.621,28.9
2019-02-24,63.14,5.5,95.6,0.056,10.8
2019-02-25,38.759,6.7,88.7,0.0,7.6
2019-02-26,26.384,6.6,74.8,0.101,13.0
2019-02-27,72.259,5.4,82.6,0.044,21.0
2019-02-28,30.57,4.5,97.8,0.046,13.0
2019-03-01,22.75,6.6,89.6,0.018,12.6
