,daily,temp,humidity,precip,windspeed
2018-02-09,71.548,2.3,80.3,0.313,20.4
2018-02-10,114.044,4.5,86.0,2.153,26.4
2018-02-11,39.33,1.8,78.1,2.484,25.8
2018-02-12,34.86,1.5,85.8,0.416,26.0
2018-02-13,68.271,2.9,79.2,2.023,22.5
2018-02-14,63.596000000000004,3.1,78.7,1.435,28.5
2018-02-15,45.838,3.7,80.3,0.803,41.3
2018-02-16,67.667,4.5,82.5,0.678,24.9
2018-02-17,38.81,4.6,86.5,1.049,23.9
2018-02-19,68.039,7.0,96.1,4.542,11.8
2018-02-20,100.255,5.8,75.8,0.491,17.9
2018-02-21,117.662,2.2,86.8,0.0,7.8
2018-02-22,73.032,1.9,84.7,0.137,14.5
2018-02-23,108.423,1.9,74.6,0.0,16.2
2018-02-24,49.098,1.9,74.1,0.0,18.7
2018-02-25,43.62,1.3,77.8,0.0,17.1
2018-02-26,99.02499999999999,1.0,74.7,0.173,20.0
2018-02-27,118.825,-0.2,80.5,0.945,25.3
2018-02-28,40.485,-3.3,81.3,0.0,31.3
2018-03-01,49.113,-1.9,85.8,34.125,38.7
2018-03-02,44.025,0.2,83.2,60.714,36.0
2018-03-03,5.05,0.7,80.7,60.831,25.8
2018-03-04,53.144999999999996,1.4,87.9,2.182,19.7
2018-03-05,37.807,2.4,98.5,21.82,20.3
2018-03-06,20.259999999999998,2.4,97.0,12.199,23.7
2018-03-07,66.989,2.7,91.6,9.018,12.5
2018-03-08,20.72,2.8,86.6,0.775,18.0
2018-03-09,99.606,3.4,82.1,0.77,28.4
2018-03-10,175.464,3.2,96.3,8.848,24.6
2018-03-11,30.702,5.3,96.2,7.803,8.0
2018-03-12,129.53199999999998,5.0,90.8,0.984,7.7
2018-03-13,118.01,5.1,86.3,0.089,11.0
2018-03-14,95.027,5.1,81.1,0.0,26.3
2018-03-15,136.635,5.3,86.6,4.673,34.8
2018-03-16,83.703,3.7,88.9,10.03,33.1
2018-03-17,79.327,0.7,72.4,0.561,38.3
2018-03-19,209.751,2.3,69.8,0.122,22.9
2018-03-20,62.099999999999994,2.9,67.1,0.0,12.1
2018-03-21,51.32,5.9,82.8,0.026,36.1
2018-03-22,89.374,7.9,79.1,0.07,29.4
2018-03-23,35.235,7.2,80.4,9.409,37.7
2018-03-24,62.495,5.3,76.5,0.026,22.7
2018-03-25,39.727000000000004,5.5,76.0,0.073,22.6
2018-03-26,107.28999999999999,4.4,73.5,0.01,12.9
2018-03-27,66.341,5.9,89.0,2.585,21.2
2018-03-28,83.785,4.6,82.1,1.282,21.4
2018-03-29,30.689999999999998,2.4,86.9,0.172,25.1
2018-03-30,142.28,3.2,91.6,1.669,27.1
2018-04-01,136.458,2.9,74.0,0.055,12.0
2018-04-02,41.405,1.3,89.6,2.555,30.3
2018-04-03,31.962,2.6,95.4,15.423,24.3
2018-04-04,61.498,1.6,96.1,11.28,20.2
2018-04-05,36.782999999999994,3.9,75.1,8.366,26.3
2018-04-06,52.590999999999994,6.5,79.1,0.661,24.1
2018-04-07,31.575,9.0,82.5,1.533,15.4
2018-04-08,5.8,8.8,85.0,1.502,13.1
2018-04-09,175.038,7.7,90.5,0.184,16.1
2018-04-10,98.948,5.5,96.1,1.759,28.5
2018-04-11,70.78999999999999,5.8,93.3,0.325,23.1
2018-04-12,96.477,5.8,90.6,0.095,28.0
2018-04-13,35.79900000000001,5.9,96.4,3.362,18.9
2018-04-14,44.958,9.0,85.8,0.123,18.7
